ID,Name,Critic_Score,Critic_Count,User_Score,User_Count
3404,Ready 2 Rumble Boxing,,,,
3405,Assassin's Creed: Brotherhood,88,24,8.2,1102
3406,Spelling Challenges and more!,,,,
3407,Dead or Alive Xtreme Beach Volleyball,73,42,7.8,47
3408,Tales of Rebirth,,,,
3409,Silent Hill: Shattered Memories,77,8,6.8,82
3410,Disney Sing It: Family Hits,,,,
3411,Blur,82,78,8.3,169
3412,Barbie: Race & Ride,,,,
3413,Kane & Lynch 2: Dog Days,,,,
3414,Madden NFL 06,74,48,4.9,44
3415,Asphalt: Urban GT,60,38,7.5,13
3416,Mega Man Anniversary Collection,81,26,9,20
3417,Metal Gear Solid V: Ground Zeroes,66,5,5.9,242
3418,Harvest Moon: Friends of Mineral Town,81,25,9.6,116
3419,Backyard NBA Basketball,,,,
3420,Ben 10: Alien Force,,,7.7,12
3421,Naruto: The Broken Bond,80,34,7.8,46
3422,Kirby's Dream Course,,,,
3423,WarioWare D.I.Y.,82,53,8.7,39
3424,Iron Man,44,14,7,8
3425,The Fight: Lights Out,48,39,7.5,77
3426,Mega Man X7,58,30,5.1,38
3427,Deus Ex: Human Revolution,90,52,8.5,3069
3428,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,,,,
3429,Final Fantasy Anniversary Edition,67,34,7.7,47
3430,LEGO Indiana Jones 2: The Adventure Continues,,,,
3431,SoulCalibur V,77,56,6.2,124
3432,Tokimeki Memorial: Forever with You,,,,
3433,Diablo,,,,
3434,Q*bert,,,,
3435,Romancing SaGa,58,23,8,35
3436,Lost: Via Domus,55,50,6.4,58
3437,Top Spin 3,68,18,5.7,29
3438,Game Party in Motion,33,6,3.7,9
3439,The Lord of the Rings: The Third Age,73,35,8.2,60
3440,Call of Duty: Black Ops,74,13,6,54
3441,Disney Sing It! High School Musical 3: Senior Year,,,,
3442,NCAA Football 09,81,20,7.3,25
3443,Sonic & All-Stars Racing Transformed,,,,
3444,MLB 11: The Show,90,30,7.8,87
3445,Jeopardy!,,,,
3446,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",,,,
3447,Kinect Rush: A Disney Pixar Adventure,68,31,5.1,15
3448,Sammy Sosa High Heat Baseball 2001,,,,
3449,Skylanders SWAP Force,89,7,6,96
3450,Terminator 3: Rise of the Machines,38,21,6.3,23
3451,Guitar Hero: Smash Hits,74,17,7.7,6
3452,Tom Clancy's HAWX,73,64,7.3,51
3453,Alice: Madness Returns,70,51,7.9,181
3454,Shin Megami Tensei IV,83,48,8.3,251
3455,NBA 2K7,84,46,7.8,67
3456,International Superstar Soccer '98,,,,
3457,FIFA: Road to  World Cup 98,,,,
3458,World Cup 98,,,,
3459,NHL 12,86,33,7.5,52
3460,NASCAR: Dirt to Daytona,84,10,8.8,19
3461,Unreal Tournament,77,23,6.8,13
3462,Digimon World 2,42,5,7.6,47
3463,Tales of Phantasia,,,,
3464,Prince of Persia: The Two Thrones,85,46,8.4,28
3465,Xenosaga Episode II: Jenseits von Gut und Böse,,,,
3466,Gex: Enter the Gecko,,,,
3467,Shrek 2: Beg for Mercy,,,,
3468,FIFA Soccer 10,,,7.6,5
3469,JoJo's Bizarre Adventure: All Star Battle,71,53,8.3,55
3470,Contra: Shattered Soldier,78,33,6.6,25
3471,Championship Motocross featuring Ricky Carmichael,,,,
3472,Dragon Ball Z: Chou Saiya Densetsu,,,,
3473,Final Fantasy: The 4 Heroes of Light,71,49,7.1,38
3474,Rayman Legends,91,23,8.7,310
3475,Fire Emblem: Seisen no Keifu,,,,
3476,FIFA Soccer,79,45,7.2,79
3477,Tenchu 2: Birth of the Stealth Assassins,77,14,8.7,32
3478,Tony Hawk's Pro Skater 4,91,19,8.6,21
3479,Go Diego Go! Great Dinosaur Rescue,,,,
3480,Naruto: Uzumaki Chronicles 2,52,22,6.9,17
3481,NHL 06,78,27,8.5,29
3482,Parasite Eve II,79,14,9,77
3483,NFL Blitz 2000,,,,
3484,Skate it,70,37,8.4,25
3485,Pro Evolution Soccer 2015,,,7.8,34
3486,London 2012: The Official Video Game of the Olympic Games,,,,
3487,Madden NFL 2002,90,16,8.1,8
3488,NCAA Football 10,,,,
3489,Phineas and Ferb: Across the 2nd Dimension,76,4,8.3,6
3490,Theme Park,,,,
3491,Far Cry Instincts,85,56,5.7,73
3492,Hasbro Family Game Night,,,,
3493,Tony Hawk's Pro Skater 4,85,13,8.8,4
3494,ATV Offroad Fury: Blazin' Trails,63,32,7.8,16
3495,Tales of the Abyss,78,22,8.4,109
3496,Payday 2,75,18,6.3,203
3497,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,,,,
3498,Blacksite: Area 51,62,48,6.1,65
3499,Spyro Orange: The Cortex Conspiracy,60,25,7,12
3500,XCOM: Enemy Unknown,89,20,8.2,296
3501,Petz Dogz 2,,,,
3502,Beyond The Beyond,,,,
3503,Ben 10: Alien Force,,,5.3,6
3504,Skylanders: Spyro's Adventure,82,8,4.9,62
3505,Cabela's Dangerous Hunts 2011,,,,
3506,The Sims 3: World Adventures,81,31,8,72
3507,Madden NFL 06,86,21,8.5,11
3508,Mega Man Star Force 2: Zerker x Ninja / Saurian,,,,
3509,Titanfall 2,87,31,8,261
3510,BlazBlue: Calamity Trigger,87,50,8.4,112
3511,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",,,,
3512,Iron Man,45,43,5.9,52
3513,Naruto: Ultimate Ninja 2,73,27,7.9,27
3514,The Mysterious Murasame Castle,,,,
3515,NBA Hangtime,,,,
3516,NHL 10,88,35,7.9,40
3517,Zumba Fitness,,,3.8,4
3518,Rock Band 3,91,34,8,95
3519,Blood Wake,71,30,7.5,13
3520,Dynasty Warriors 5: Xtreme Legends,57,22,9.1,26
3521,Rapala: We Fish,,,,
3522,Harvest Moon: Sunshine Islands,,,,
3523,WWE 2K15,56,25,5.7,63
3524,Jampack Summer 2002,,,,
3525,FIFA World Cup Germany 2006,77,28,8.1,33
3526,Wreckless: ThE YaKuza MisSiOns,74,36,5.2,13
3527,Super Bomberman,,,,
3528,Defiance,60,27,7.2,249
3529,Disgaea 4: A Promise Unforgotten,80,39,7.8,126
3530,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,,,6,5
3531,SpongeBob SquarePants: Battle for Bikini Bottom,70,8,8.9,17
3532,Doom 3 BFG Edition,67,16,6.4,107
3533,SD Gundam G Generation Neo,,,,
3534,Spider-Man 3,63,61,7,53
3535,Pro Evolution Soccer 2012,74,4,6.3,8
3536,The Conduit,69,79,8.2,258
3537,Trivial Pursuit,67,11,,
3538,Just Dance 2016,73,7,6.9,11
3539,Disney Universe,66,31,5.3,13
3540,RalliSport Challenge,87,32,8.3,19
3541,Resident Evil Outbreak File #2,58,35,7.7,70
3542,Top Spin 3,75,36,7.5,20
3543,Bob the Builder: Can We Fix It?,,,,
3544,XIII,73,37,8.6,35
3545,Tomb Raider: Anniversary,78,32,8.2,28
3546,Bratz 4 Real,,,,
3547,Rune Factory 4,78,33,8.1,122
3548,3D Dot Game Heroes,77,66,8,96
3549,Up,62,6,8,4
3550,Breath of Fire IV,83,10,8.9,45
3551,Tales of Zestiria,,,8,47
3552,True Crime: Streets of LA,77,29,7.3,29
3553,Odin Sphere,83,49,8.6,59
3554,Petz Wild Animals: Tigerz,,,,
3555,The Incredible Hulk,,,,
3556,Ms. Pac-Man Maze Madness,,,,
3557,Xenoblade Chronicles,,,,
3558,Titanfall,86,29,6.2,1727
3559,Arena Football,66,18,8.6,14
3560,The Lord of the Rings: The Return of the King,77,13,8.2,11
3561,NHL Hitz 20-02,78,18,7.6,8
3562,The Legend of Spyro: Dawn of the Dragon,64,11,6.5,19
3563,Classic NES Series: Dr. Mario,66,10,7.5,6
3564,The Sims: Bustin' Out,81,26,8.9,12
3565,NCAA March Madness 07,63,9,8.6,7
3566,"Monsters, Inc. Scream Team",65,10,6.9,8
3567,"Warhammer 40,000: Space Marine",76,57,7.8,232
3568,Harry Potter Collection,,,,
3569,Top Spin 3,78,47,7.6,36
3570,Yu-Gi-Oh! World Championship Tournament 2004,,,,
3571,Cabela's Big Game Hunter 2005 Adventures,55,4,8.4,16
3572,LEGO Rock Band,71,50,7.2,31
3573,Knockout Kings 2001,81,18,,
3574,Army Men: Sarge's Heroes,,,,
3575,Petz Dogz 2,,,,
3576,Battlefield 2: Modern Combat,80,49,8.2,29
3577,Tom Clancy's HAWX,74,35,8.1,39
3578,All-Star Baseball 2002,77,16,7.6,8
3579,Backyard NFL Football,,,,
3580,Minecraft: Story Mode,,,,
3581,Jillian Michaels Fitness Ultimatum 2010,,,,
3582,Need for Speed: Most Wanted,80,18,9.1,22
3583,NASCAR Rumble,,,,
3584,Bolt,50,4,5.8,5
3585,WWE Raw 2,68,26,7.3,25
3586,Resident Evil 2,,,,
3587,Mega Man X2,,,,
3588,Manhunt 2,67,22,7.8,53
3589,Fullmetal Alchemist and the Broken Angel,56,35,8.1,38
3590,Tony Hawk's Project 8,68,11,7.6,14
3591,Hamtaro: Ham-Hams Unite!,,,,
3592,Batman Begins,64,41,7.3,70
3593,Dogz,,,7.8,9
3594,Yokai Sangokushi,,,,
3595,Tony Hawk's Proving Ground,72,59,5.4,44
3596,Dr. Seuss' The Cat in the Hat,56,6,6.5,8
3597,Barbie Groovy Games,47,5,7,4
3598,Wolfenstein,72,66,7.5,128
3599,Yu-Gi-Oh! Reshef of Destruction,,,,
3600,Blinx: The Time Sweeper,71,36,8,41
3601,ESPN NFL Football,91,20,8.5,25
3602,Fatal Fury Special,,,,
3603,Major League Baseball 2K5,81,25,8.2,17
3604,Tetris Party Deluxe,72,19,5.8,4
3605,DS Bimoji Training,,,,
3606,Gravity Rush,83,73,8.5,625
3607,Quantum Break,77,106,6.8,1659
3608,Archer Maclean's Mercury,75,39,6.6,21
3609,TMNT,58,31,6.3,32
3610,Middle-Earth: Shadow of Mordor,,,3.4,100
3611,Soldier of Fortune: Gold Edition,59,14,6.8,17
3612,FIFA 15,,,4.3,12
3613,Final Fantasy IV: The Complete Collection,77,41,7.5,80
3614,Frontlines: Fuel of War,75,55,7.8,77
3615,MX 2002 Featuring Ricky Carmichael,76,17,8.3,9
3616,NCAA Football 07,88,20,6.9,10
3617,Lunar: Silver Star Story Complete,78,15,9.1,35
3618,Harvest Moon: The Tale of Two Towns,68,6,7.5,13
3619,No More Heroes,83,64,8.4,259
3620,NBA Showtime: NBA on NBC,,,,
3621,God of War: Origins Collection,84,58,8.4,208
3622,Dora The Explorer: Dora Saves the Snow Princess,47,4,7,5
3623,Soul Reaver 2,80,22,8.5,35
3624,Metal Gear Solid 3: Subsistence,94,53,9.3,439
3625,The Godfather (old US sales),,,,
3626,Enslaved: Odyssey to the West,80,53,7.4,312
3627,Daytona USA,,,,
3628,WWF Raw,68,33,6.6,15
3629,Shin Super Robot Taisen,,,,
3630,Jump Super Stars,,,,
3631,Guitar Hero Live,81,21,5.1,69
3632,The Activision Decathlon,,,,
3633,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,,,,
3634,Fighting Force 2,,,,
3635,Sakura Wars,,,,
3636,Catz,,,5.3,16
3637,Extermination,67,19,7.8,19
3638,Batman: Vengeance,68,19,6.7,12
3639,Ratchet & Clank: Quest for Booty,,,,
3640,Derby Stallion 04,,,,
3641,Rapala Tournament Fishing!,,,,
3642,Hot Shots Golf: World Invitational,76,55,8.1,77
3643,Tony Hawk's Pro Skater 3,93,22,8.4,17
3644,Mega Man Zero,82,17,8.9,31
3645,Contender 2,,,,
3646,Resident Evil: Revelations 2,75,30,7.7,284
3647,Star Wars: Dark Forces,,,,
3648,LEGO Dimensions,,,6.4,18
3649,NBA 2K8,81,18,6.8,19
3650,Rayman Origins,92,13,8.3,127
3651,The Amazing Spider-Man 2 (2014),,,,
3652,SD Gundam G Generation Zero,,,,
3653,Assassin's Creed: Unity,70,10,3,1463
3654,MX vs. ATV: Alive,63,43,7.2,24
3655,Super Robot Taisen F,,,,
3656,Shrek 2,72,31,8.4,5
3657,Purr Pals,67,4,6.8,6
3658,Assassin's Creed II,86,22,6.9,1611
3659,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,,,,
3660,Secret Agent Clank(US sales),,,,
3661,SpongeBob SquarePants: SuperSponge,,,,
3662,Super Robot Taisen F Kanketsuhen,,,,
3663,Tak and the Power of Juju,79,28,9.2,19
3664,Madagascar: Escape 2 Africa,,,,
3665,Lips: Number One Hits,70,22,7.6,7
3666,Mortal Kombat 3,,,,
3667,Star Wars Battlefront (2015),,,,
3668,Turok: Evolution,68,25,6.7,9
3669,Grease,,,,
3670,Jak X: Combat Racing,76,46,7.7,63
3671,Donkey Kong Jungle Climber,,,,
3672,American Idol,41,14,4.8,12
3673,Top Gun: Fire at Will!,,,,
3674,Barbie Horse Adventures: Riding Camp,,,,
3675,Red Dead Revolver,74,61,8.5,26
3676,CrossworDS,67,19,6.8,6
3677,Viva Pinata: Pocket Paradise,82,34,7.1,15
3678,Petz Catz Clan,,,,
3679,ZhuZhu Pets 2: Featuring The Wild Bunch,,,,
3680,Sly Cooper: Thieves in Time,75,69,8.3,343
3681,Iron Man,47,8,5.6,15
3682,SingStar Summer Party,,,,
3683,Spec Ops: The Line,77,27,8,350
3684,The SpongeBob SquarePants Movie,74,14,8.5,8
3685,NHL 14,80,22,6,79
3686,F1 2013,77,22,6.3,40
3687,FIFA Soccer 07,,,,
3688,Gekikuukan Pro Yakyuu: At the End of the Century 1999,,,,
3689,Legends of WrestleMania,70,43,6.5,19
3690,Are You Smarter than a 5th Grader? Make the Grade,,,,
3691,Tiger Woods PGA Tour 08,80,45,7.8,26
3692,Medarot 2: Kabuto / Kuwagata Version,,,,
3693,Dance Dance Revolution Ultramix,82,24,8.8,10
3694,Crash Tag Team Racing,66,21,7,49
3695,Front Mission 4,75,39,8.6,22
3696,The Fairly Odd Parents: Breakin' Da Rules,,,,
3697,Rayman Origins,88,54,8.4,298
3698,Ninokuni: Shikkoku no Madoushi,,,,
3699,F.E.A.R.,72,31,7.4,64
3700,Enslaved: Odyssey to the West,82,72,7.8,295
3701,SRS: Street Racing Syndicate,,,,
3702,Dragon Ball Z: Shin Budokai,70,21,8.1,19
3703,Tiger Woods PGA Tour 13,75,14,5.7,9
3704,Dynasty Warriors: Gundam 3,58,18,7.5,20
3705,Def Jam: Fight for NY,84,33,8.5,13
3706,Action Force,,,,
3707,FIFA 99,,,,
3708,Gauntlet Legends,,,,
3709,Kidou Senshi Gundam: Extreme VS,,,,
3710,System 3 presents Ferrari Challenge Trofeo Pirelli,,,,
3711,Tony Hawk: Shred,,,7,7
3712,Tiger Woods PGA Tour 11,84,29,8.3,23
3713,NBA Live 10,81,32,7.5,25
3714,Metro 2033,77,83,7.9,351
3715,Bust A Groove,,,,
3716,Fire Emblem: Path of Radiance,85,42,8.9,141
3717,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,,,,
3718,Hotel Dusk: Room 215,78,57,8.6,102
3719,Final Fantasy Explorers,69,57,7,87
3720,Pachi-Slot Aruze Oukoku 2,,,,
3721,Bratz: Rock Angelz,,,,
3722,SSX Tricky,87,20,8.6,18
3723,Greg Hastings' Tournament Paintball,74,11,9.2,42
3724,World Soccer Winning Eleven 7 International (JP version),,,,
3725,ESPN NBA Basketball,89,18,8.4,38
3726,Dragon Ball Z: Ultimate Tenkaichi,55,24,5.8,52
3727,Sacred 2: Fallen Angel,71,56,7.3,64
3728,Two Worlds II,67,50,6.6,140
3729,Over the Hedge,58,29,8.6,10
3730,Mat Hoffman's Pro BMX,80,15,8.6,16
3731,Phineas and Ferb: Across the 2nd Dimension,47,5,,
3732,50 Classic Games,,,,
3733,Let's Draw!,,,,
3734,NHL 14,81,30,5.9,92
3735,Popeye,,,,
3736,Petz Nursery,,,,
3737,The Hobbit,59,17,8.6,14
3738,War of the Monsters,80,41,8.9,68
3739,Harry Potter and the Deathly Hallows - Part 1,41,8,5,11
3740,NBA Street Vol. 2,88,16,8.1,7
3741,The Incredible Hulk: Ultimate Destruction,83,41,8.7,38
3742,Time Crisis: Razing Storm,58,49,5.9,15
3743,Summer Sports: Paradise Island,46,7,4.6,7
3744,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",,,,
3745,Time Crisis II,81,21,7.9,20
3746,Inazuma Eleven GO,,,,
3747,Clock Tower,,,,
3748,NCAA March Madness 06,78,19,9.1,13
3749,LEGO Dimensions,62,5,6.5,29
3750,Valkyria Chronicles II,83,54,8.1,67
3751,Jampack Volume 11,,,,
3752,Monster High: Ghoul Spirit,,,,
3753,Tatsunoko vs. Capcom: Ultimate All-Stars,85,62,8.8,85
3754,Rune Factory: A Fantasy Harvest Moon,78,26,8.1,52
3755,Legacy of Kain: Defiance,75,34,9.3,49
3756,SpongeBob SquarePants: Game Boy Advance Video Volume 2,,,,
3757,NCAA March Madness 2005,78,19,8.3,13
3758,007 Racing,51,16,4.6,14
3759,Tactics Ogre: Let Us Cling Together,87,49,8.8,102
3760,Conflict: Vietnam,58,24,8.1,21
3761,Dragon's Crown,82,62,8.3,288
3762,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,,,,
3763,MLB SlugFest 20-04,78,23,8.3,8
3764,Gex 3: Deep Cover Gecko,,,,
3765,NASCAR 09,,,7.9,8
3766,Blitz: The League,78,30,7.7,14
3767,Manhunt 2,62,38,7.1,46
3768,Just Dance 2015,70,17,7.5,20
3769,Jampack Vol. 2,,,,
3770,The LEGO Movie Videogame,69,18,6.9,49
3771,Virtual Soccer,,,,
3772,Overwatch,91,62,6.8,4052
3773,Romance of the Three Kingdoms IV: Wall of Fire,,,,
3774,Monster Jam: Path of Destruction,,,,
3775,Winning Post,,,,
3776,Peter Jackson's King Kong: The Official Game of the Movie,82,43,8.5,11
3777,Burnout Revenge,89,65,8.4,66
3778,Medal of Honor: European Assault,72,42,7,15
3779,Ty the Tasmanian Tiger 2: Bush Rescue,71,24,8.2,22
3780,The Lord of the Rings: The Fellowship of the Ring,59,23,6.6,10
3781,NBA 06,63,26,6.3,27
3782,Inazuma Eleven,,,,
3783,Excite Truck,72,57,8.4,83
3784,Phoenix Wright: Ace Attorney - Justice for All,,,,
3785,Spider-Man,,,,
3786,Magician's Quest: Mysterious Times,69,13,7.6,9
3787,Hello Kitty: Big City Dreams,,,,
3788,X-Men Legends,81,36,8.5,11
3789,Mario & Sonic at the Rio 2016 Olympic Games,,,,
3790,G-Force,,,9,5
3791,Front Mission 2,,,,
3792,StarCraft II: Legacy of the Void,88,62,8.3,833
3793,Jewel Master Egypt,56,9,,
3794,ModNation Racers,73,22,7.7,22
3795,LEGO Dimensions,,,6.1,18
3796,WWE SmackDown vs. Raw 2010,75,7,8.3,4
3797,Are You Smarter Than A 5th Grader?,,,,
3798,Oni,69,24,7.8,22
3799,Tom Clancy's Ghost Recon Advanced Warfighter 2,61,12,6.4,9
3800,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,47,5,5.4,10
3801,Terminator Salvation,43,41,3.9,70
3802,How to Train Your Dragon,60,8,,
3803,The Lord of the Rings: The Two Towers,82,13,8.7,23
3804,Batman: Arkham City,91,27,8.6,1847
3805,Juiced,68,36,7.7,24
3806,The Warriors,84,52,8.5,72
3807,J-League Soccer: Prime Goal 2,,,,
3808,Star Fox Command,76,56,7.3,56
3809,Dragon Age: Inquisition,,,5.1,235
3810,Wayne Gretzky's 3D Hockey,,,,
3811,NASCAR 2000,,,,
3812,Pachi-Slot Aruze Oukoku 4,,,,
3813,Bulletstorm,83,57,7.7,288
3814,Return to Castle Wolfenstein: Operation Resurrection,66,21,8,23
3815,Mario Tennis: Power Tour,81,21,8,25
3816,Seaman,82,24,8.4,16
3817,The Grinch,55,8,,
3818,Tales of Symphonia,,,7.2,6
3819,Michael Jackson: The Experience,66,11,8.4,16
3820,Tales of Destiny,,,,
3821,Stuntman: Ignition,76,18,6.2,12
3822,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,,,,
3823,F.E.A.R. 2: Project Origin,77,68,8,114
3824,Mystery Dungeon: Shiren the Wanderer,69,27,8.2,21
3825,GT Pro Series,41,15,4,21
3826,Tiger Woods PGA Tour 11,79,51,7.8,19
3827,The Golden Compass,46,10,5.2,6
3828,Final Fantasy Chronicles,89,15,9.1,37
3829,F1 2009,68,23,7.2,14
3830,Syphon Filter 3,73,19,8.5,36
3831,Metal Gear Solid 2: Substance,87,17,9,126
3832,Tales of Symphonia: Dawn of the New World,68,46,7.1,93
3833,NBA Live 08,73,37,5.3,19
3834,Guinness World Records: The Videogame,70,4,,
3835,We Love Katamari,86,61,8.9,51
3836,Sesame Street: Once Upon A Monster,79,26,6.9,22
3837,NCAA Football 2003,90,14,8.2,15
3838,We Cheer,56,12,7.3,13
3839,Madden NFL 07,76,25,4.2,22
3840,Ready 2 Rumble Boxing: Round 2,68,5,,
3841,LEGO Jurassic World,71,5,8.1,14
3842,Mega Man 6,,,,
3843,NBA Live 09,75,32,7.8,15
3844,FIFA 12,,,,
3845,Mission: Impossible,,,,
3846,Rory McIlroy PGA Tour,61,33,3.7,78
3847,SingStar Dance,65,21,3.9,8
3848,Rival Schools: United By Fate,,,,
3849,Lords of the Fallen,68,45,6.6,425
3850,Swing Away Golf,78,15,,
3851,J-League Pro Soccer Club o Tsukurou! 3,,,,
3852,Tomb Raider: Legend,82,43,7.1,96
3853,Freedom Fighters,81,26,8.4,57
3854,Silent Hill: Origins,78,40,7.8,107
3855,Gun,79,55,7.8,29
3856,That's So Raven 2: Supernatural Style,52,5,,
3857,Fight Night Round 3,74,22,8.1,22
3858,The Punisher,68,44,8.2,56
3859,Kirby and the Rainbow Curse,73,72,8,227
3860,Front Mission 3,,,,
3861,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,,,,
3862,SSX On Tour,80,41,7.9,26
3863, Frozen: Olaf's Quest,,,,
3864,Disgaea 3: Absence of Justice,78,51,7.5,150
3865,Tony Hawk's Pro Skater 3,90,20,8,6
3866,Way of the Samurai 3,58,18,7.9,22
3867,The Sims 2: Open for Business,78,29,8.6,35
3868,Rune Factory 2: A Fantasy Harvest Moon,77,14,7.9,30
3869,Harry Potter and the Prisoner of Azkaban,69,11,8.1,12
3870,Omega Boost,,,,
3871,NFL 2K3,,,,
3872,Cars 2,,,,
3873,Go Diego Go! Safari Rescue,,,,
3874,SimAnimals,70,10,7.5,4
3875,NBA Live 2002,81,6,8.8,9
3876,Jampack Winter 2002,,,,
3877,LEGO Marvel Super Heroes,,,,
3878,Way of the Samurai,74,22,8.2,19
3879,The 3rd Birthday,71,56,6.1,113
3880,Sonic & All-Stars Racing Transformed,,,,
3881,Kung Fu Panda,76,23,7.3,18
3882,Classic Word Games,,,,
3883,Epic Mickey 2: The Power of Two,59,35,5.5,22
3884,Fishing Derby,,,,
3885,Pac-Man Fever,47,14,6.3,7
3886,Spectrobes: Beyond the Portals,70,26,7.7,14
3887,International Track & Field,,,,
3888,HSX HyperSonic.Xtreme,53,17,8.4,8
3889,Lair,53,55,6.4,229
3890,Madden NFL 2004,94,19,7.7,17
3891,Jikkyou Powerful Pro Yakyuu 10,,,,
3892,Summoner,74,16,7.8,12
3893,Soul Sacrifice,77,71,8.2,298
3894,Virtual Pool,,,,
3895,DC Universe Online,67,46,7.4,139
3896,Jam With the Band,,,,
3897,NBA Live 07,64,9,7.5,4
3898,IL-2 Sturmovik: Birds of Prey,80,43,8.4,18
3899,100 All-Time Favorites,,,6.2,6
3900,The Walking Dead: Survival Instinct,34,14,3.6,196
3901,Major League Baseball 2K10,76,26,7.6,38
3902,Alice in Wonderland,69,18,7.4,13
3903,Ratatouille,55,8,4.8,4
3904,"SpongeBob SquarePants: Lights, Camera, Pants!",,,,
3905,Wrecking Crew,,,,
3906,Rugrats: Scavenger Hunt,,,,
3907,International Superstar Soccer 2000 (All region sales),,,,
3908,NBA Live 2004,85,19,8.2,11
3909,Iron Man,56,10,7,4
3910,Alien: Isolation,78,24,7.8,314
3911,Dai-4-Ji Super Robot Taisen S,,,,
3912,Pro Evolution Soccer 2010,82,13,8.4,17
3913,Disney's Kim Possible: Revenge of Monkey Fist,62,4,8.8,8
3914,Naruto Shippuden: Clash of Ninja Revolution 3,74,23,8.1,21
3915,Ace Combat Zero: The Belkan War,75,45,8.4,55
3916,Dragon Age: Origins,91,67,8.6,3542
3917,Dynasty Warriors,62,26,7.3,24
3918,NHL 07,76,11,4.6,51
3919,SoulCalibur: Broken Destiny,80,52,6.2,45
3920,Dishonored,,,,
3921,Dragon Ball: Raging Blast,56,29,7.5,33
3922,Naruto Shippuden: Ultimate Ninja Storm 3,70,16,7.7,67
3923,Petz: Hamsterz Life 2,,,,
3924,World Championship Poker,66,7,,
3925,The BIGS,71,4,4.8,4
3926,WWE 2K16,,,6,21
3927,Final Fantasy,,,,
3928,Dragon Ball Z: Supersonic Warriors,73,26,7,21
3929,NBA Ballers,82,35,8.1,8
3930,Silent Hill 4: The Room,76,54,7.8,191
3931,River Raid II,,,,
3932,Capcom Classics Collection,78,30,8.4,5
3933,My Word Coach,68,8,,
3934,Monopoly Party,,,,
3935,Tiger Woods PGA Tour 13,77,47,5.6,39
3936,NHL FaceOff 98,,,,
3937,The Saboteur,73,69,8.2,141
3938,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,56,4,,
3939,Sonic Riders,55,41,7.2,25
3940,Looney Tunes: Back in Action,51,9,7.5,6
3941,Monsters vs. Aliens,47,8,,
3942,Midnight Magic,,,,
3943,NHL 09,88,41,8.4,61
3944,Bully: Scholarship Edition,83,34,8.4,60
3945,WWE SmackDown vs. RAW 2007,81,50,7.8,46
3946,Midnight Club II,86,33,7.6,12
3947,Monster Hunter Freedom 2,,,,
3948,Tiger Woods PGA Tour 07,81,30,,
3949,Ratatouille,62,16,6.7,12
3950,Avatar: The Last Airbender,60,10,6.5,4
3951,Blue's Clues: Blue's Big Musical,,,,
3952,The Mummy Returns,44,13,7,11
3953,Cars Toon: Mater's Tall Tales,,,,
3954,Paws & Claws: Dogs & Cats Best Friends,,,,
3955,Hitman: Blood Money,83,36,8.4,104
3956,Disney Sing It,,,,
3957,Chopper Command,,,,
3958,Lost: Via Domus,54,30,6.9,28
3959,Crash: Mind Over Mutant,73,7,6.5,36
3960,Activision Anthology,75,13,7.7,6
3961,Picross DS,83,33,8.7,36
3962,Pro Evolution Soccer 2012,78,36,6.6,55
3963,Final Fantasy II Anniversary Edition,63,31,7.1,24
3964,Test Drive Unlimited,80,18,7.3,29
3965,Harry Potter and the Half-Blood Prince,,,6.6,9
3966,Unit 13,71,60,7.5,169
3967,R.U.S.E.,76,37,7.3,50
3968,Theatrhythm: Final Fantasy,78,60,7.8,113
3969,Prince of Persia Trilogy,,,,
